16384,4.53125
32768,2.8125
49152,3.59375
65536,3.4375
81920,4.21875
98304,4.6875
114688,3.125
131072,3.4375
147456,4.6875
163840,3.90625
180224,2.65625
196608,1.875
212992,3.4375
229376,2.8125
245760,2.34375
262144,2.8125
278528,2.5
294912,1.875
311296,1.71875
327680,2.34375
344064,2.8125
360448,2.8125
376832,1.25
393216,2.8125
409600,3.59375
425984,2.96875
442368,2.03125
458752,4.375
475136,2.1875
491520,1.875
507904,1.09375
524288,1.71875
540672,1.25
557056,1.71875
573440,1.09375
589824,1.5625
606208,1.71875
622592,2.03125
638976,1.09375
655360,1.5625
671744,1.40625
688128,2.1875
704512,1.71875
720896,1.5625
737280,1.5625
753664,2.03125
770048,1.40625
786432,1.5625
802816,1.71875
819200,2.34375
835584,1.5625
851968,1.25
868352,0.625
884736,1.25
901120,1.71875
917504,0.9375
933888,1.25
950272,0.9375
966656,1.25
983040,0.3125
999424,0.625
1015808,1.09375
1032192,1.25
1048576,0.46875
1064960,1.5625
1081344,0.9375
1097728,1.875
1114112,1.09375
1130496,1.40625
1146880,0.3125
1163264,0.78125
1179648,0.46875
1196032,1.40625
1212416,0.15625
1228800,0.78125
1245184,0.78125
1261568,1.25
1277952,0.78125
1294336,0.625
1310720,0.15625
1327104,0.46875
1343488,0.625
1359872,1.40625
1376256,0.15625
1392640,1.5625
1409024,0.78125
1425408,0.46875
1441792,0.9375
1458176,1.875
1474560,1.09375
1490944,1.40625
1507328,0.9375
1523712,1.25
1540096,0.46875
1556480,1.25
1572864,1.5625
1589248,0.9375
1605632,0.625
1622016,1.09375
1638400,0.46875
1654784,1.25
1671168,0.78125
1687552,1.25
1703936,0.46875
1720320,0.9375
1736704,1.71875
1753088,1.40625
1769472,0.46875
1785856,0.625
1802240,0.9375
1818624,0.15625
1835008,2.1875
1851392,1.25
1867776,1.875
1884160,0.625
1900544,1.71875
1916928,0.3125
1933312,1.5625
1949696,1.09375
1966080,0.78125
1982464,1.40625
1998848,0.46875
2015232,0.15625
2031616,1.09375
2048000,0.9375
2064384,0.78125
2080768,0.625
2097152,0.625
2113536,0.78125
2129920,0.625
2146304,0.3125
2162688,1.71875
2179072,0.625
2195456,0.9375
2211840,0.3125
2228224,0.0
2244608,0.78125
2260992,0.78125
2277376,0.9375
2293760,0.9375
2310144,0.625
2326528,0.625
2342912,0.9375
2359296,0.78125
2375680,0.9375
2392064,0.78125
2408448,0.9375
2424832,0.625
2441216,1.71875
2457600,1.71875
2473984,0.625
2490368,0.625
2506752,0.78125
2523136,0.46875
2539520,0.9375
2555904,0.3125
2572288,0.78125
2588672,0.78125
2605056,1.09375
2621440,1.71875
2637824,1.40625
2654208,0.625
2670592,2.03125
2686976,1.40625
2703360,1.40625
2719744,0.625
2736128,0.3125
2752512,0.15625
2768896,1.25
2785280,0.0
2801664,2.03125
2818048,0.78125
2834432,1.09375
2850816,0.78125
2867200,1.09375
2883584,0.46875
2899968,0.3125
2916352,1.875
2932736,1.09375
2949120,1.5625
2965504,1.71875
2981888,0.9375
2998272,0.46875
