16384,1.5625,tensor(4.3373)
32768,1.96875,tensor(3.3564)
49152,1.703125,tensor(3.4069)
65536,1.84375,tensor(3.5642)
81920,1.890625,tensor(3.3845)
98304,1.75,tensor(3.1998)
114688,2.328125,tensor(3.1521)
131072,1.859375,tensor(2.9155)
147456,1.921875,tensor(3.7577)
163840,1.75,tensor(2.9003)
180224,1.96875,tensor(3.3293)
196608,1.78125,tensor(2.6334)
212992,1.84375,tensor(3.1693)
229376,1.75,tensor(3.4852)
245760,1.65625,tensor(3.2983)
262144,1.734375,tensor(3.4659)
278528,1.90625,tensor(3.2372)
294912,1.859375,tensor(3.5241)
311296,1.890625,tensor(3.3184)
327680,2.140625,tensor(2.6269)
344064,1.953125,tensor(3.0029)
360448,2.15625,tensor(3.3712)
376832,2.140625,tensor(3.4147)
393216,2.15625,tensor(3.1384)
409600,2.234375,tensor(3.4739)
425984,2.0625,tensor(3.4201)
442368,2.640625,tensor(3.3856)
458752,2.171875,tensor(3.4516)
475136,2.359375,tensor(3.9466)
491520,2.546875,tensor(3.9655)
507904,1.8125,tensor(3.4084)
524288,2.5,tensor(3.6842)
540672,2.765625,tensor(4.1458)
557056,2.296875,tensor(3.8665)
573440,2.75,tensor(3.5456)
589824,2.625,tensor(3.6320)
606208,2.75,tensor(4.4307)
622592,2.859375,tensor(4.0780)
638976,2.828125,tensor(3.3118)
655360,2.8125,tensor(3.8128)
671744,2.859375,tensor(3.8434)
688128,2.703125,tensor(3.7088)
704512,2.640625,tensor(3.8593)
720896,2.828125,tensor(3.3960)
737280,2.53125,tensor(3.3229)
753664,3.203125,tensor(3.8228)
770048,2.890625,tensor(3.5955)
786432,2.84375,tensor(4.3253)
802816,3.359375,tensor(4.3228)
819200,3.828125,tensor(4.1577)
835584,3.078125,tensor(4.1600)
851968,3.0,tensor(5.0701)
868352,3.515625,tensor(4.0576)
884736,3.265625,tensor(4.2892)
901120,3.140625,tensor(3.2843)
917504,3.203125,tensor(3.8520)
933888,3.046875,tensor(4.0726)
950272,3.3125,tensor(4.3542)
966656,3.46875,tensor(4.0515)
983040,3.640625,tensor(4.4354)
999424,2.953125,tensor(4.6783)
1015808,3.1875,tensor(4.7758)
1032192,3.328125,tensor(4.1684)
1048576,3.421875,tensor(4.1066)
1064960,3.671875,tensor(3.9362)
1081344,3.96875,tensor(4.0805)
1097728,3.265625,tensor(3.7456)
1114112,3.546875,tensor(4.0025)
1130496,4.046875,tensor(4.1437)
1146880,3.609375,tensor(4.0863)
1163264,3.78125,tensor(3.4476)
1179648,3.734375,tensor(3.4233)
1196032,3.421875,tensor(4.2355)
1212416,3.3125,tensor(4.0721)
1228800,3.46875,tensor(4.2155)
1245184,3.328125,tensor(3.7824)
1261568,3.3125,tensor(3.6910)
1277952,3.46875,tensor(3.3017)
1294336,3.484375,tensor(3.6827)
1310720,3.25,tensor(3.9579)
1327104,3.6875,tensor(3.7379)
1343488,3.6875,tensor(3.9289)
1359872,3.28125,tensor(3.9667)
1376256,3.78125,tensor(4.0435)
1392640,3.59375,tensor(4.2246)
1409024,3.84375,tensor(3.8319)
1425408,4.03125,tensor(3.7630)
1441792,4.015625,tensor(3.8844)
1458176,4.140625,tensor(4.1662)
1474560,3.8125,tensor(3.7395)
1490944,4.125,tensor(3.2975)
1507328,3.84375,tensor(4.3408)
1523712,3.84375,tensor(4.1845)
1540096,3.578125,tensor(3.9699)
1556480,3.671875,tensor(3.4697)
1572864,3.546875,tensor(3.9253)
1589248,3.953125,tensor(3.4848)
1605632,3.6875,tensor(4.1700)
1622016,3.53125,tensor(4.3505)
1638400,3.9375,tensor(3.9726)
1654784,3.765625,tensor(3.9678)
1671168,3.71875,tensor(4.2689)
1687552,4.109375,tensor(4.5054)
