16384,4.859375,4.953125
32768,5.40625,5.390625
49152,5.953125,6.875
65536,6.859375,5.890625
81920,7.15625,6.890625
98304,8.78125,7.265625
114688,7.515625,7.046875
131072,7.796875,6.078125
147456,6.609375,7.734375
163840,6.875,7.21875
180224,6.671875,7.625
196608,7.875,7.796875
212992,7.296875,7.484375
229376,6.453125,6.859375
245760,7.15625,7.734375
262144,7.4375,6.75
278528,7.5,8.890625
294912,6.421875,6.859375
311296,7.25,8.96875
327680,7.75,7.125
344064,7.3125,7.4375
360448,7.25,7.828125
376832,7.09375,7.40625
393216,6.515625,7.421875
409600,8.03125,7.78125
425984,7.546875,8.0
442368,7.5625,7.40625
458752,8.109375,7.609375
475136,7.515625,7.421875
491520,8.125,8.015625
507904,7.9375,8.09375
524288,8.25,7.359375
540672,8.75,7.578125
557056,7.390625,9.1875
573440,7.984375,8.984375
589824,7.53125,7.75
606208,7.234375,7.890625
622592,7.390625,8.484375
638976,7.265625,8.265625
655360,8.390625,8.078125
671744,8.9375,8.078125
688128,8.15625,8.40625
704512,8.171875,9.671875
720896,8.53125,9.828125
737280,9.078125,9.96875
753664,8.40625,9.84375
770048,8.765625,10.03125
786432,10.234375,9.1875
802816,9.90625,9.890625
819200,9.203125,9.921875
835584,10.28125,10.4375
851968,9.390625,10.703125
868352,9.984375,11.09375
884736,11.203125,10.5625
901120,10.734375,11.84375
917504,11.328125,11.0625
933888,11.1875,12.046875
950272,11.546875,11.96875
966656,12.1875,12.875
983040,12.609375,11.5
999424,12.890625,12.546875
1015808,11.21875,11.3125
1032192,10.734375,11.703125
1048576,12.75,13.484375
1064960,12.796875,13.546875
1081344,12.96875,14.0625
1097728,13.359375,12.640625
1114112,13.8125,14.3125
1130496,14.1875,14.65625
1146880,13.484375,14.578125
1163264,14.75,14.609375
1179648,15.09375,15.640625
1196032,14.9375,15.71875
1212416,15.65625,15.21875
1228800,15.890625,15.625
1245184,15.765625,16.953125
1261568,16.5,17.484375
1277952,15.609375,15.234375
1294336,16.625,16.421875
