16384,0.015625,0.015625
32768,0.046875,1.046875
49152,0.015625,0.28125
65536,0.03125,0.09375
81920,0.0625,1.109375
98304,0.109375,0.90625
114688,0.265625,0.875
131072,0.53125,0.84375
147456,0.25,0.75
163840,0.21875,1.015625
180224,0.5625,0.421875
196608,0.40625,1.015625
212992,0.5,0.46875
229376,0.125,1.578125
245760,0.21875,1.734375
262144,0.84375,1.046875
278528,0.140625,0.734375
294912,0.609375,0.84375
311296,0.796875,1.0
327680,1.09375,1.1875
344064,0.390625,1.875
360448,0.359375,0.828125
376832,0.328125,0.46875
393216,0.5625,0.875
409600,0.640625,1.484375
425984,0.4375,2.015625
442368,0.703125,2.265625
458752,0.859375,2.484375
475136,0.90625,1.28125
491520,1.078125,2.40625
507904,0.703125,1.5
524288,0.84375,1.40625
540672,1.09375,1.375
557056,0.890625,1.375
573440,0.890625,1.78125
589824,1.015625,1.8125
606208,1.21875,1.875
622592,1.046875,2.328125
638976,1.421875,1.96875
655360,2.421875,1.1875
671744,1.59375,2.171875
688128,1.359375,2.25
704512,1.59375,2.265625
720896,1.65625,1.703125
737280,2.078125,1.84375
753664,1.28125,2.953125
770048,1.1875,2.203125
786432,2.28125,1.890625
802816,0.90625,2.46875
819200,1.84375,2.125
835584,1.578125,1.34375
851968,2.421875,2.84375
868352,1.96875,2.21875
884736,1.875,3.359375
901120,2.0,2.765625
917504,2.015625,2.734375
933888,2.421875,2.75
950272,2.53125,2.453125
966656,1.953125,2.453125
983040,2.453125,2.34375
999424,1.375,2.078125
1015808,2.0625,2.640625
1032192,1.96875,2.453125
1048576,2.796875,3.75
1064960,2.359375,4.375
1081344,3.359375,3.03125
1097728,1.734375,2.734375
1114112,4.078125,2.53125
1130496,1.71875,3.0625
1146880,2.78125,2.765625
1163264,2.1875,4.359375
1179648,3.1875,3.328125
1196032,2.109375,3.859375
1212416,2.5625,3.375
1228800,1.828125,3.59375
1245184,2.40625,3.203125
1261568,3.671875,2.75
1277952,3.21875,2.796875
1294336,3.34375,3.859375
1310720,4.09375,4.390625
1327104,3.546875,3.328125
1343488,3.78125,3.03125
1359872,3.8125,3.1875
1376256,3.859375,2.515625
1392640,3.3125,3.6875
1409024,3.546875,3.71875
1425408,3.734375,2.34375
1441792,3.65625,3.453125
1458176,3.578125,2.90625
1474560,4.171875,4.25
1490944,3.40625,3.625
1507328,3.890625,3.53125
1523712,3.65625,3.9375
1540096,4.59375,3.109375
1556480,3.0625,4.359375
1572864,5.40625,3.140625
1589248,4.71875,3.8125
1605632,3.25,3.890625
1622016,3.109375,4.75
1638400,4.03125,3.90625
1654784,4.546875,3.0625
1671168,3.84375,4.875
1687552,4.03125,5.0625
1703936,4.109375,5.4375
1720320,4.4375,3.90625
1736704,4.890625,4.078125
1753088,4.875,3.1875
1769472,4.5,3.234375
1785856,5.140625,4.4375
1802240,4.515625,4.75
1818624,4.125,4.359375
1835008,5.390625,5.796875
1851392,4.859375,3.625
1867776,4.40625,4.875
1884160,3.28125,4.03125
1900544,5.140625,3.71875
1916928,4.46875,3.5
1933312,5.15625,4.21875
1949696,3.984375,4.546875
1966080,3.53125,4.78125
1982464,3.640625,5.078125
1998848,5.4375,4.328125
2015232,4.515625,5.484375
2031616,5.453125,4.609375
2048000,3.765625,3.515625
2064384,5.484375,5.171875
2080768,5.375,5.703125
2097152,4.828125,4.0625
2113536,3.96875,3.828125
2129920,6.0625,4.34375
2146304,5.03125,4.203125
2162688,3.671875,4.53125
2179072,6.0625,4.484375
2195456,5.859375,5.828125
2211840,5.75,5.390625
2228224,5.0625,3.125
2244608,4.640625,4.421875
2260992,4.703125,4.734375
2277376,4.546875,4.0625
2293760,4.15625,5.375
2310144,4.75,5.234375
2326528,5.203125,6.3125
2342912,5.90625,4.640625
2359296,4.515625,3.03125
2375680,4.859375,3.671875
2392064,5.25,3.6875
2408448,5.1875,3.953125
2424832,4.578125,5.65625
2441216,4.28125,4.375
2457600,5.578125,5.125
2473984,4.25,5.125
2490368,3.828125,4.046875
2506752,5.125,4.421875
2523136,6.078125,5.203125
2539520,6.25,5.234375
2555904,4.40625,4.53125
2572288,4.34375,5.984375
2588672,4.90625,4.859375
2605056,3.390625,5.390625
2621440,4.625,5.5
2637824,4.765625,5.15625
2654208,5.1875,4.546875
2670592,4.4375,4.609375
2686976,5.65625,3.875
2703360,4.0,5.46875
2719744,5.359375,4.5
2736128,4.875,4.125
2752512,4.90625,3.78125
2768896,5.53125,5.15625
2785280,4.984375,4.140625
2801664,5.484375,3.984375
2818048,5.703125,5.734375
2834432,4.9375,3.59375
2850816,5.09375,5.546875
2867200,5.96875,5.53125
2883584,4.53125,4.796875
2899968,3.296875,6.171875
2916352,5.21875,5.359375
2932736,5.109375,3.796875
2949120,4.828125,5.78125
2965504,5.609375,5.578125
2981888,5.546875,5.1875
2998272,6.109375,3.890625
3014656,5.875,4.625
3031040,4.296875,5.140625
3047424,4.109375,5.828125
3063808,5.015625,4.875
3080192,4.015625,5.4375
3096576,5.140625,4.6875
