16384,1.34375,tensor(3.8512)
32768,1.0,tensor(1.2786)
49152,0.515625,tensor(1.4485)
65536,0.609375,tensor(1.5460)
81920,0.953125,tensor(2.2035)
98304,0.734375,tensor(2.5004)
114688,0.859375,tensor(2.5515)
131072,0.90625,tensor(2.3936)
147456,0.8125,tensor(2.9432)
163840,0.8125,tensor(1.8268)
180224,0.78125,tensor(2.3722)
196608,0.40625,tensor(1.8350)
212992,0.71875,tensor(2.1362)
229376,0.65625,tensor(2.8486)
245760,0.625,tensor(2.2275)
262144,0.796875,tensor(2.9299)
278528,1.546875,tensor(2.7853)
294912,1.15625,tensor(3.0798)
311296,1.109375,tensor(2.1234)
327680,0.78125,tensor(2.4819)
344064,0.953125,tensor(3.0696)
360448,1.1875,tensor(3.1956)
376832,1.40625,tensor(2.8413)
393216,1.578125,tensor(2.3803)
409600,1.0,tensor(2.5544)
425984,1.3125,tensor(2.5614)
442368,1.140625,tensor(2.5629)
458752,0.984375,tensor(2.3950)
475136,0.96875,tensor(2.5791)
491520,1.359375,tensor(3.0447)
507904,1.40625,tensor(3.1501)
524288,0.84375,tensor(2.2878)
540672,1.59375,tensor(1.7410)
557056,1.6875,tensor(2.8326)
573440,0.796875,tensor(2.1549)
589824,1.078125,tensor(2.3258)
606208,2.46875,tensor(1.7498)
622592,0.96875,tensor(2.2419)
638976,1.359375,tensor(2.7674)
655360,1.296875,tensor(3.2783)
671744,1.109375,tensor(2.7207)
688128,1.34375,tensor(3.1767)
704512,1.109375,tensor(2.5444)
720896,1.046875,tensor(3.0919)
737280,1.203125,tensor(3.3771)
753664,1.34375,tensor(2.5846)
770048,2.421875,tensor(2.0561)
786432,1.234375,tensor(3.1786)
802816,1.1875,tensor(2.4661)
819200,1.75,tensor(2.8205)
835584,1.84375,tensor(2.9375)
851968,2.0625,tensor(2.6872)
868352,2.03125,tensor(2.2854)
884736,2.25,tensor(2.2801)
901120,1.359375,tensor(3.2850)
917504,1.125,tensor(3.2282)
933888,1.75,tensor(2.0322)
950272,1.671875,tensor(2.7827)
966656,1.328125,tensor(2.5824)
983040,1.234375,tensor(2.6937)
999424,2.46875,tensor(2.6568)
1015808,1.84375,tensor(2.5716)
1032192,1.625,tensor(2.6486)
1048576,1.890625,tensor(3.1580)
1064960,2.28125,tensor(1.8533)
1081344,1.75,tensor(2.6814)
1097728,2.046875,tensor(3.1842)
1114112,1.890625,tensor(3.3747)
1130496,1.828125,tensor(3.0549)
1146880,1.796875,tensor(2.5002)
1163264,2.9375,tensor(3.2775)
1179648,1.015625,tensor(2.9623)
1196032,1.734375,tensor(2.8414)
1212416,2.015625,tensor(2.9544)
1228800,2.78125,tensor(2.9544)
1245184,2.0,tensor(3.1814)
1261568,1.25,tensor(3.0199)
1277952,2.1875,tensor(2.9010)
1294336,2.84375,tensor(2.1228)
1310720,1.203125,tensor(3.6327)
1327104,2.203125,tensor(2.3896)
1343488,1.828125,tensor(1.6576)
1359872,1.28125,tensor(2.5861)
1376256,1.046875,tensor(2.9667)
1392640,2.046875,tensor(2.4977)
1409024,2.015625,tensor(2.6126)
1425408,1.765625,tensor(2.8448)
1441792,1.5,tensor(4.0714)
1458176,1.4375,tensor(2.9838)
1474560,1.546875,tensor(2.7091)
1490944,2.359375,tensor(2.4726)
1507328,2.09375,tensor(2.6706)
1523712,2.34375,tensor(2.9385)
1540096,2.84375,tensor(2.7089)
1556480,1.953125,tensor(2.5057)
1572864,3.109375,tensor(3.5824)
1589248,3.125,tensor(3.1932)
1605632,1.84375,tensor(2.7790)
1622016,2.203125,tensor(2.7595)
1638400,2.0625,tensor(3.7171)
1654784,2.484375,tensor(4.6368)
1671168,2.203125,tensor(3.6831)
1687552,2.625,tensor(3.7280)
1703936,2.359375,tensor(3.5798)
1720320,1.828125,tensor(2.5146)
1736704,2.25,tensor(2.5435)
1753088,2.828125,tensor(3.7776)
1769472,4.5,tensor(3.4550)
1785856,3.421875,tensor(2.7163)
1802240,2.625,tensor(3.8991)
1818624,2.140625,tensor(4.1736)
1835008,3.140625,tensor(5.9116)
1851392,3.328125,tensor(4.6874)
1867776,3.765625,tensor(4.4593)
1884160,3.703125,tensor(3.4656)
1900544,3.515625,tensor(3.7969)
1916928,2.546875,tensor(4.3197)
1933312,1.71875,tensor(4.4062)
1949696,2.71875,tensor(4.2303)
1966080,2.375,tensor(4.0302)
1982464,3.203125,tensor(5.1318)
1998848,2.671875,tensor(6.1616)
2015232,3.140625,tensor(4.8452)
2031616,4.625,tensor(3.0466)
2048000,3.46875,tensor(2.4862)
2064384,3.4375,tensor(5.1898)
2080768,2.46875,tensor(6.5616)
2097152,2.84375,tensor(4.4611)
2113536,3.203125,tensor(1.7339)
2129920,2.4375,tensor(1.6487)
2146304,3.09375,tensor(3.4543)
2162688,2.9375,tensor(4.1588)
2179072,4.28125,tensor(4.0310)
2195456,3.46875,tensor(4.6462)
2211840,4.640625,tensor(5.4585)
2228224,4.46875,tensor(6.0926)
2244608,4.5625,tensor(5.8695)
2260992,7.6875,tensor(5.5239)
2277376,9.15625,tensor(4.6832)
2293760,6.609375,tensor(5.1262)
2310144,8.359375,tensor(5.7910)
2326528,4.890625,tensor(4.5897)
2342912,5.3125,tensor(3.9369)
2359296,6.453125,tensor(5.2475)
2375680,4.078125,tensor(5.5150)
2392064,5.53125,tensor(7.2476)
2408448,7.46875,tensor(4.5414)
2424832,9.171875,tensor(5.9521)
2441216,8.53125,tensor(5.3917)
2457600,6.4375,tensor(5.7386)
2473984,6.015625,tensor(4.7710)
2490368,7.171875,tensor(3.3084)
2506752,8.921875,tensor(3.4052)
2523136,7.203125,tensor(5.3367)
2539520,6.671875,tensor(5.3361)
2555904,4.859375,tensor(4.7336)
2572288,7.203125,tensor(5.8756)
2588672,6.765625,tensor(5.6312)
2605056,5.765625,tensor(5.4252)
2621440,6.984375,tensor(4.1613)
2637824,4.375,tensor(5.5561)
2654208,7.890625,tensor(4.5927)
2670592,8.84375,tensor(4.5564)
2686976,7.4375,tensor(3.6983)
2703360,4.90625,tensor(5.2114)
2719744,8.828125,tensor(6.4051)
2736128,8.75,tensor(6.2075)
2752512,7.125,tensor(4.6600)
2768896,9.015625,tensor(4.1497)
2785280,8.609375,tensor(4.8729)
2801664,4.671875,tensor(4.4591)
2818048,8.359375,tensor(5.2669)
2834432,7.59375,tensor(4.0776)
2850816,9.328125,tensor(6.1358)
2867200,9.765625,tensor(5.8196)
2883584,7.6875,tensor(4.3747)
2899968,9.3125,tensor(3.4989)
2916352,8.390625,tensor(5.5263)
